username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Ülle,Estonia,Double or Twin Room,4 nights,Couple,02-28-2025 00:00:00,A highly recommended budget accommodation in Baños,10.0,en,"The location was excellent. The hosteria is on a hillside, offering a beautiful mountain view across the town and the valley. At the same time the location is also central, only 10 minutes by foot from the main square and 12 minutes from the bus station (Terminal Terrestre). Our room was clean and comfortable, with two queen beds with four(!) soft pillows. The bathroom had hot water for showering. Normally the room is cleaned every day (they ask if you wish that they do). The breakfast was very good. It consisted of eggs, bread rolls, butter and marmalade with juice and coffee - which is what you normally get for breakfast in Ecuador. But the juice was different every day, the croissants were served warm (not every day, though) and the eggs were prepared in a different way. This is actually a big deal if you've been traveling for a long time. We had established a contact with the hosteria in WhatsApp before arrival and received all possible information regarding our stay in advance. Someone was around and available 24/7, opening the gate and supporting the clients with information about activities etc. We had our laundry done for a very small amount of money that was less than in public laundries. We did not speak Spanish, so were happy to find that the staff spoke varying levels of English. You get a great value for the money you pay.","The only downside was the wifi signal that was a bit weak the room (but much better behind the door). After a month of wandering around Ecuador, I know that this is completely normal and you can expect good wifi only in large cities.","title: A highly recommended budget accommodation in Baños. liked: The location was excellent. The hosteria is on a hillside, offering a beautiful mountain view across the town and the valley. At the same time the location is also central, only 10 minutes by foot from the main square and 12 minutes from the bus station (Terminal Terrestre). Our room was clean and comfortable, with two queen beds with four(!) soft pillows. The bathroom had hot water for showering. Normally the room is cleaned every day (they ask if you wish that they do). The breakfast was very good. It consisted of eggs, bread rolls, butter and marmalade with juice and coffee - which is what you normally get for breakfast in Ecuador. But the juice was different every day, the croissants were served warm (not every day, though) and the eggs were prepared in a different way. This is actually a big deal if you've been traveling for a long time. We had established a contact with the hosteria in WhatsApp before arrival and received all possible information regarding our stay in advance. Someone was around and available 24/7, opening the gate and supporting the clients with information about activities etc. We had our laundry done for a very small amount of money that was less than in public laundries. We did not speak Spanish, so were happy to find that the staff spoke varying levels of English. You get a great value for the money you pay. disliked: The only downside was the wifi signal that was a bit weak the room (but much better behind the door). After a month of wandering around Ecuador, I know that this is completely normal and you can expect good wifi only in large cities.","title: A highly recommended budget accommodation in Baños. liked: The location was excellent. The hosteria is on a hillside, offering a beautiful mountain view across the town and the valley. At the same time the location is also central, only 10 minutes by foot from the main square and 12 minutes from the bus station (Terminal Terrestre). Our room was clean and comfortable, with two queen beds with four(!) soft pillows. The bathroom had hot water for showering. Normally the room is cleaned every day (they ask if you wish that they do). The breakfast was very good. It consisted of eggs, bread rolls, butter and marmalade with juice and coffee - which is what you normally get for breakfast in Ecuador. But the juice was different every day, the croissants were served warm (not every day, though) and the eggs were prepared in a different way. This is actually a big deal if you've been traveling for a long time. We had established a contact with the hosteria in WhatsApp before arrival and received all possible information regarding our stay in advance. Someone was around and available 24/7, opening the gate and supporting the clients with information about activities etc. We had our laundry done for a very small amount of money that was less than in public laundries. We did not speak Spanish, so were happy to find that the staff spoke varying levels of English. You get a great value for the money you pay. disliked: The only downside was the wifi signal that was a bit weak the room (but much better behind the door). After a month of wandering around Ecuador, I know that this is completely normal and you can expect good wifi only in large cities.",0,0,
Denis,Spain,Single Room,4 nights,Solo traveller,06-29-2025 00:00:00,Very good,8.0,en,"The place has a nice open external area to chill, read.",The kitchen salon is a bit dark. There's also a corner with a small library that could be tiden up to make the place more alive.,"title: Very good. liked: The place has a nice open external area to chill, read. disliked: The kitchen salon is a bit dark. There's also a corner with a small library that could be tiden up to make the place more alive.","title: Very good. liked: The place has a nice open external area to chill, read. disliked: The kitchen salon is a bit dark. There's also a corner with a small library that could be tiden up to make the place more alive.",0,0,
Pavol,Slovakia,Single Room,2 nights,Solo traveller,06-19-2025 00:00:00,Superb,9.0,en,The Hosteria is not directly in city center and is more calm. The personal is very kind and helpful. English speaking. Everything was clean and tidy. I was satisfied.,"The hosteria is located at the slope, you have to walk a few minutes uphill to reach it from the city center. But it is very close.","title: Superb. liked: The Hosteria is not directly in city center and is more calm. The personal is very kind and helpful. English speaking. Everything was clean and tidy. I was satisfied. disliked: The hosteria is located at the slope, you have to walk a few minutes uphill to reach it from the city center. But it is very close.","title: Superb. liked: The Hosteria is not directly in city center and is more calm. The personal is very kind and helpful. English speaking. Everything was clean and tidy. I was satisfied. disliked: The hosteria is located at the slope, you have to walk a few minutes uphill to reach it from the city center. But it is very close.",0,0,
Loriunterwegs,Germany,Single Room,2 nights,Solo traveller,06-11-2025 00:00:00,Very good,8.0,en,Nice and quiet place not far from the city center.,-,title: Very good. liked: Nice and quiet place not far from the city center. disliked: -,title: Very good. liked: Nice and quiet place not far from the city center. disliked: -,0,0,
Donald,United States,Single Room,7 nights,Solo traveller,06-08-2025 00:00:00,Superb,9.0,en-us,"The view was great. Overlooking the town, mountains and waterfall.",The walk from town was uphill to the hostel.,"title: Superb. liked: The view was great. Overlooking the town, mountains and waterfall. disliked: The walk from town was uphill to the hostel.","title: Superb. liked: The view was great. Overlooking the town, mountains and waterfall. disliked: The walk from town was uphill to the hostel.",0,0,
Ping,France,Single Room,2 nights,Solo traveller,06-07-2025 00:00:00,Nice hostel,8.0,en,Friendly staff who were accommodating for me arriving very late after a getting a late bus. Spacious rooms with private bathrooms. Good wifi,"Bedside light badly wired got a few electric shocks off it. Accommodation is not very central, have to walk up and down a steep hill to get into the town. That was no problem for me but for people with mobility problems its not ideal.","title: Nice hostel. liked: Friendly staff who were accommodating for me arriving very late after a getting a late bus. Spacious rooms with private bathrooms. Good wifi. disliked: Bedside light badly wired got a few electric shocks off it. Accommodation is not very central, have to walk up and down a steep hill to get into the town. That was no problem for me but for people with mobility problems its not ideal.","title: Nice hostel. liked: Friendly staff who were accommodating for me arriving very late after a getting a late bus. Spacious rooms with private bathrooms. Good wifi. disliked: Bedside light badly wired got a few electric shocks off it. Accommodation is not very central, have to walk up and down a steep hill to get into the town. That was no problem for me but for people with mobility problems its not ideal.",0,0,
Gabriela,Ecuador,Double or Twin Room,1 night,Group,06-02-2025 00:00:00,Confortable and clean room near main part of the town.,9.0,en,"Value for money, room very clean and confortable, parking available, close to main part of the town, helpful staff.",The temperatura of the hot water.,"title: Confortable and clean room near main part of the town. liked: Value for money, room very clean and confortable, parking available, close to main part of the town, helpful staff. disliked: The temperatura of the hot water.","title: Confortable and clean room near main part of the town. liked: Value for money, room very clean and confortable, parking available, close to main part of the town, helpful staff. disliked: The temperatura of the hot water.",0,0,
Rachel,New Zealand,Single Room,2 nights,Solo traveller,05-22-2025 00:00:00,Very good,8.0,en,"Helpful staff, lovely breakfast, clean place with good outdoor spaces and views",It was up a bit of a hill,"title: Very good. liked: Helpful staff, lovely breakfast, clean place with good outdoor spaces and views. disliked: It was up a bit of a hill.","title: Very good. liked: Helpful staff, lovely breakfast, clean place with good outdoor spaces and views. disliked: It was up a bit of a hill.",0,0,
Michelle,Canada,Single Room,1 night,Solo traveller,05-19-2025 00:00:00,"Clean, comfortable, and great value.",9.0,en-us,"Clean, comfortable room, kind staff, excellent value.","Nothing major but they did forget to return a couple of my items when they did my laundry. Luckily, I noticed before leaving and asked them to have a look for these two items and they were able to find and return them. So no harm done in the end.","title: Clean, comfortable, and great value. liked: Clean, comfortable room, kind staff, excellent value. disliked: Nothing major but they did forget to return a couple of my items when they did my laundry. Luckily, I noticed before leaving and asked them to have a look for these two items and they were able to find and return them. So no harm done in the end.","title: Clean, comfortable, and great value. liked: Clean, comfortable room, kind staff, excellent value. disliked: Nothing major but they did forget to return a couple of my items when they did my laundry. Luckily, I noticed before leaving and asked them to have a look for these two items and they were able to find and return them. So no harm done in the end.",0,0,
Francois,Canada,Single Room,1 night,Solo traveller,03-07-2025 00:00:00,Exceptional place!,10.0,en,Great room with a stunning view of the city. The staff was extremely helpful. So much so that I gladly went back to the Llanovientos on my way to Quito. I strongly recommend this hotel.,n/a,title: Exceptional place! liked: Great room with a stunning view of the city. The staff was extremely helpful. So much so that I gladly went back to the Llanovientos on my way to Quito. I strongly recommend this hotel. disliked: n/a.,title: Exceptional place! liked: Great room with a stunning view of the city. The staff was extremely helpful. So much so that I gladly went back to the Llanovientos on my way to Quito. I strongly recommend this hotel. disliked: n/a.,0,0,
Annika,United States,Single Room,1 night,Solo traveller,03-01-2025 00:00:00,Superb,9.0,en-us,"It was very clean, and also very quiet as it was a bit away from the center.",,"title: Superb. liked: It was very clean, and also very quiet as it was a bit away from the center.","title: Superb. liked: It was very clean, and also very quiet as it was a bit away from the center.",0,0,
Zhimin,Canada,Single Room,2 nights,Solo traveller,02-20-2025 00:00:00,A good value and nice place,9.0,en-us,"Location is good, nice and quiet , clean","Not too many information about the hotel and the service, so I just stay in my room then go out, the hotel area is big I d like to walk around but I don’t know should I go around ,maybe is because the language problem.","title: A good value and nice place. liked: Location is good, nice and quiet , clean. disliked: Not too many information about the hotel and the service, so I just stay in my room then go out, the hotel area is big I d like to walk around but I don’t know should I go around ,maybe is because the language problem.","title: A good value and nice place. liked: Location is good, nice and quiet , clean. disliked: Not too many information about the hotel and the service, so I just stay in my room then go out, the hotel area is big I d like to walk around but I don’t know should I go around ,maybe is because the language problem.",0,0,
Waldemar,Canada,Single Room,2 nights,Solo traveller,02-13-2025 00:00:00,Exceptional,10.0,en,"Hospitality, interesting conversations with the owner regarding Banos surroundings and Ecuador.",,"title: Exceptional. liked: Hospitality, interesting conversations with the owner regarding Banos surroundings and Ecuador.","title: Exceptional. liked: Hospitality, interesting conversations with the owner regarding Banos surroundings and Ecuador.",0,0,
Petursdottir,Ecuador,Single Room,2 nights,Couple,02-11-2025 00:00:00,Very good,8.0,en,"Friendly staff, comfortable beds and good, but simple breakfast for fair price. Parking was free and in a secure parking, and always staff on the spot",One thing we noticed was that there were ants in the bathroom in one of the 4 rooms we rented,"title: Very good. liked: Friendly staff, comfortable beds and good, but simple breakfast for fair price. Parking was free and in a secure parking, and always staff on the spot. disliked: One thing we noticed was that there were ants in the bathroom in one of the 4 rooms we rented.","title: Very good. liked: Friendly staff, comfortable beds and good, but simple breakfast for fair price. Parking was free and in a secure parking, and always staff on the spot. disliked: One thing we noticed was that there were ants in the bathroom in one of the 4 rooms we rented.",0,0,
Douglas,United States,Single Room,2 nights,Solo traveller,02-09-2025 00:00:00,I’d come back!!,10.0,en-us,"Comfortable beds, good coffee, comfortable places to hang out",,"title: I’d come back!! liked: Comfortable beds, good coffee, comfortable places to hang out.","title: I’d come back!! liked: Comfortable beds, good coffee, comfortable places to hang out.",0,0,
Bruce,United States,Single Room,1 night,Solo traveller,02-06-2025 00:00:00,Exceptional,10.0,en-us,"Beautiful hotel, great breakfast",,"title: Exceptional. liked: Beautiful hotel, great breakfast.","title: Exceptional. liked: Beautiful hotel, great breakfast.",0,0,
Pim,Switzerland,Double or Twin Room,1 night,Couple,02-03-2025 00:00:00,Good place,10.0,en,They were very helpful,,title: Good place. liked: They were very helpful.,title: Good place. liked: They were very helpful.,0,0,
Hannah,United Kingdom,Single Room,1 night,Solo traveller,02-02-2025 00:00:00,The best surprise,10.0,en,"Such a treat of a place. The room was so cosy and clean with comfy beds (expertly presented, absolutely pristinely) an en suite with a beautifully hot shower absolutely made my day. There are loads of little nooks and seating bits outside with lush views of the towering hills surrounding you, so tranquil and inspiring. They've got lush comfy sofas (i nearly fell asleep on one) as well as outside tables - I kept finding new secret bits to explore. The cafeteria is like a rustic colourful restaurant with lush art on the walls and a well cool old timey decor, there's free tea and coffee and the breakfast was lush too. There was an amazing selection of books in lots of languages, different genres, and loads of games everywhere, and guides to the town. I legit was so content here I stayed two extra nights and I'd stay longer if I could.",That I had to leave,"title: The best surprise. liked: Such a treat of a place. The room was so cosy and clean with comfy beds (expertly presented, absolutely pristinely) an en suite with a beautifully hot shower absolutely made my day. There are loads of little nooks and seating bits outside with lush views of the towering hills surrounding you, so tranquil and inspiring. They've got lush comfy sofas (i nearly fell asleep on one) as well as outside tables - I kept finding new secret bits to explore. The cafeteria is like a rustic colourful restaurant with lush art on the walls and a well cool old timey decor, there's free tea and coffee and the breakfast was lush too. There was an amazing selection of books in lots of languages, different genres, and loads of games everywhere, and guides to the town. I legit was so content here I stayed two extra nights and I'd stay longer if I could. disliked: That I had to leave.","title: The best surprise. liked: Such a treat of a place. The room was so cosy and clean with comfy beds (expertly presented, absolutely pristinely) an en suite with a beautifully hot shower absolutely made my day. There are loads of little nooks and seating bits outside with lush views of the towering hills surrounding you, so tranquil and inspiring. They've got lush comfy sofas (i nearly fell asleep on one) as well as outside tables - I kept finding new secret bits to explore. The cafeteria is like a rustic colourful restaurant with lush art on the walls and a well cool old timey decor, there's free tea and coffee and the breakfast was lush too. There was an amazing selection of books in lots of languages, different genres, and loads of games everywhere, and guides to the town. I legit was so content here I stayed two extra nights and I'd stay longer if I could. disliked: That I had to leave.",0,0,
Laura,United States,Double or Twin Room,1 night,Family,01-28-2025 00:00:00,"Great experience, totally recommend it to any one.",9.0,en-us,Great location with a wonderful view of the falls. Very clean and staff very friendly. Amazing cafeteria with remobilizes and great food. Outstanding service!,n/a,"title: Great experience, totally recommend it to any one. liked: Great location with a wonderful view of the falls. Very clean and staff very friendly. Amazing cafeteria with remobilizes and great food. Outstanding service! disliked: n/a.","title: Great experience, totally recommend it to any one. liked: Great location with a wonderful view of the falls. Very clean and staff very friendly. Amazing cafeteria with remobilizes and great food. Outstanding service! disliked: n/a.",0,0,
Hubert,Denmark,Single Room,2 nights,Solo traveller,01-12-2025 00:00:00,Exceptional,10.0,en,Excellent value for money. Quiet location with excellent views of Baños,,title: Exceptional. liked: Excellent value for money. Quiet location with excellent views of Baños.,title: Exceptional. liked: Excellent value for money. Quiet location with excellent views of Baños.,0,0,
Siegfried,Switzerland,Double or Twin Room,2 nights,Group,01-12-2025 00:00:00,Wonderful place,9.0,en-us,"Great view, lovley peacful Place with nice Garden.",It is a good Walk up the hill. But retarded with a nice view,"title: Wonderful place. liked: Great view, lovley peacful Place with nice Garden. disliked: It is a good Walk up the hill. But retarded with a nice view.","title: Wonderful place. liked: Great view, lovley peacful Place with nice Garden. disliked: It is a good Walk up the hill. But retarded with a nice view.",0,0,
Vee,United States,Quadruple Room,4 nights,Solo traveller,01-07-2025 00:00:00,Great place for rest and hiking,10.0,en-us,Location was in quiet part of town close to everything,Room was little bit small,title: Great place for rest and hiking. liked: Location was in quiet part of town close to everything. disliked: Room was little bit small.,title: Great place for rest and hiking. liked: Location was in quiet part of town close to everything. disliked: Room was little bit small.,0,0,
Carlos,Ecuador,Triple Room with Private Bathroom,1 night,Family,01-05-2025 00:00:00,Very good,8.0,en-us,"It has a free parking lot, good breakfast, and uphill location far away from noisy and crowded town.",,"title: Very good. liked: It has a free parking lot, good breakfast, and uphill location far away from noisy and crowded town.","title: Very good. liked: It has a free parking lot, good breakfast, and uphill location far away from noisy and crowded town.",0,0,
Suzette,United States,Single Room,1 night,Solo traveller,12-21-2024 00:00:00,Very good,8.0,en-us,Comfortable room with full bed and private bathroom for the price of a hostel. Nice breakfast. Front desk person spoke English which was helpful.,While location was convenient to everything it was up a steep hill so tiring to come home at night. Also had to ring bell to enter each time,title: Very good. liked: Comfortable room with full bed and private bathroom for the price of a hostel. Nice breakfast. Front desk person spoke English which was helpful. disliked: While location was convenient to everything it was up a steep hill so tiring to come home at night. Also had to ring bell to enter each time.,title: Very good. liked: Comfortable room with full bed and private bathroom for the price of a hostel. Nice breakfast. Front desk person spoke English which was helpful. disliked: While location was convenient to everything it was up a steep hill so tiring to come home at night. Also had to ring bell to enter each time.,0,0,
Michael,United Kingdom,Single Room,7 nights,Solo traveller,12-16-2024 00:00:00,Perfect hotel,10.0,en,"one of the best hotels I have stayed at in south america,would definitely stay again.",,"title: Perfect hotel. liked: one of the best hotels I have stayed at in south america,would definitely stay again.","title: Perfect hotel. liked: one of the best hotels I have stayed at in south america,would definitely stay again.",0,0,
Ana,Portugal,Single Room,1 night,Solo traveller,12-15-2024 00:00:00,Very good,8.0,en,Location good with nice views and a pleasant small garden. Short walk to city centre.,"It is located uphill, so I recommend taking a taxi if you have heavy luggage. Unfortunately during my stay in the night there was very loud music coming from the city which went on and on through the night until 2:00 or 3:00 am. I could not sleep until it stopped. But this is not the hiatal fault.","title: Very good. liked: Location good with nice views and a pleasant small garden. Short walk to city centre. disliked: It is located uphill, so I recommend taking a taxi if you have heavy luggage. Unfortunately during my stay in the night there was very loud music coming from the city which went on and on through the night until 2:00 or 3:00 am. I could not sleep until it stopped. But this is not the hiatal fault.","title: Very good. liked: Location good with nice views and a pleasant small garden. Short walk to city centre. disliked: It is located uphill, so I recommend taking a taxi if you have heavy luggage. Unfortunately during my stay in the night there was very loud music coming from the city which went on and on through the night until 2:00 or 3:00 am. I could not sleep until it stopped. But this is not the hiatal fault.",0,0,
Michael,Austria,Single Room,1 night,Solo traveller,11-13-2024 00:00:00,great place in Banos,8.0,en,"Nice and quiet place; spacious rooms and nice garden; very helpful and friendly staff members, who take time and explain you the main attractions in and around Banos;","The place is up a hill, keep that in mind when you have a lot of luggage;","title: great place in Banos. liked: Nice and quiet place; spacious rooms and nice garden; very helpful and friendly staff members, who take time and explain you the main attractions in and around Banos; disliked: The place is up a hill, keep that in mind when you have a lot of luggage;","title: great place in Banos. liked: Nice and quiet place; spacious rooms and nice garden; very helpful and friendly staff members, who take time and explain you the main attractions in and around Banos; disliked: The place is up a hill, keep that in mind when you have a lot of luggage;",0,0,
Karoline,Germany,Double or Twin Room,2 nights,Couple,11-10-2024 00:00:00,Very good,8.0,en,Great view from the upper rooms. Nice atmosphere in the courtyard. Quiet and peaceful.,The windows are very thin and make noise in the wind. Breakfast was alright.,title: Very good. liked: Great view from the upper rooms. Nice atmosphere in the courtyard. Quiet and peaceful. disliked: The windows are very thin and make noise in the wind. Breakfast was alright.,title: Very good. liked: Great view from the upper rooms. Nice atmosphere in the courtyard. Quiet and peaceful. disliked: The windows are very thin and make noise in the wind. Breakfast was alright.,0,0,
Aksinya,United States,Double or Twin Room,2 nights,Family,10-18-2024 00:00:00,Exceptional,10.0,en-us,This location/hotel is so beautiful!!! like in fairy tale!,,title: Exceptional. liked: This location/hotel is so beautiful!!! like in fairy tale!,title: Exceptional. liked: This location/hotel is so beautiful!!! like in fairy tale!,0,0,
Marcin,Poland,Double or Twin Room,3 nights,Couple,10-18-2024 00:00:00,Superb,9.0,en,"Good value for money. Room was clean. Hot water in the shower. Staff were very friendly, and we were able to store our luggage after check out for almost a whole day.",A bit small and dark room with the view to the side street and patio.,"title: Superb. liked: Good value for money. Room was clean. Hot water in the shower. Staff were very friendly, and we were able to store our luggage after check out for almost a whole day. disliked: A bit small and dark room with the view to the side street and patio.","title: Superb. liked: Good value for money. Room was clean. Hot water in the shower. Staff were very friendly, and we were able to store our luggage after check out for almost a whole day. disliked: A bit small and dark room with the view to the side street and patio.",0,0,
Margaret,United States,Single Room,3 nights,Solo traveller,10-03-2024 00:00:00,Exceptional,10.0,en-us,Kind and helpful staff. Clean and comfortable room and property. Good location within walking distance of the town center. Would highly recommend!,The Wi-Fi was a little weak in the room.,title: Exceptional. liked: Kind and helpful staff. Clean and comfortable room and property. Good location within walking distance of the town center. Would highly recommend! disliked: The Wi-Fi was a little weak in the room.,title: Exceptional. liked: Kind and helpful staff. Clean and comfortable room and property. Good location within walking distance of the town center. Would highly recommend! disliked: The Wi-Fi was a little weak in the room.,0,0,
I-li,Ecuador,Double or Twin Room,1 night,Family,09-15-2024 00:00:00,Hidden gem in Baños,10.0,en,"Location of the hotel, close enough to the town center, but far away from all the noise. Best bang for the $$. Really a gem of a hotel. It offers what you need after a long day of outdoor activities.",Nothing.,"title: Hidden gem in Baños. liked: Location of the hotel, close enough to the town center, but far away from all the noise. Best bang for the $$. Really a gem of a hotel. It offers what you need after a long day of outdoor activities. disliked: Nothing.","title: Hidden gem in Baños. liked: Location of the hotel, close enough to the town center, but far away from all the noise. Best bang for the $$. Really a gem of a hotel. It offers what you need after a long day of outdoor activities. disliked: Nothing.",0,0,
Stepan,Czech Republic,Single Room,1 night,Solo traveller,09-07-2024 00:00:00,Great place with a nice view of the city and surrounding mountains.,10.0,en,"I loved the view, the staff was friendly and welcoming, the room and facilities were above my expectations for the price. Wouldn't hesitate to come again.",,"title: Great place with a nice view of the city and surrounding mountains. liked: I loved the view, the staff was friendly and welcoming, the room and facilities were above my expectations for the price. Wouldn't hesitate to come again.","title: Great place with a nice view of the city and surrounding mountains. liked: I loved the view, the staff was friendly and welcoming, the room and facilities were above my expectations for the price. Wouldn't hesitate to come again.",0,0,
Chris,Germany,Triple Room with Private Bathroom,1 night,Couple,08-15-2024 00:00:00,"Excellent host, made us feel welcome and helpful.",10.0,en,Great breakfast.,Smell in bathroom,"title: Excellent host, made us feel welcome and helpful. liked: Great breakfast. disliked: Smell in bathroom.","title: Excellent host, made us feel welcome and helpful. liked: Great breakfast. disliked: Smell in bathroom.",0,0,
Ann,Germany,Single Room,2 nights,Solo traveller,07-15-2024 00:00:00,Recommended to stay here,10.0,en,"Clean, quiet location, good value for money, helpful staff, extended my stay several times","Bit outside of the town, uphill, but 100% doable and you get the views of the city :)","title: Recommended to stay here. liked: Clean, quiet location, good value for money, helpful staff, extended my stay several times. disliked: Bit outside of the town, uphill, but 100% doable and you get the views of the city :)","title: Recommended to stay here. liked: Clean, quiet location, good value for money, helpful staff, extended my stay several times. disliked: Bit outside of the town, uphill, but 100% doable and you get the views of the city :)",0,0,
Natalia,United States,Single Room,1 night,Solo traveller,07-11-2024 00:00:00,Superb,9.0,en-us,"Nice view, friendly stuff, good price/quality ratio, very clean","A bit far from the center, plus you have to walk up the hill to get there","title: Superb. liked: Nice view, friendly stuff, good price/quality ratio, very clean. disliked: A bit far from the center, plus you have to walk up the hill to get there.","title: Superb. liked: Nice view, friendly stuff, good price/quality ratio, very clean. disliked: A bit far from the center, plus you have to walk up the hill to get there.",0,0,
Anna,Ecuador,Single Room,1 night,Solo traveller,06-18-2024 00:00:00,Exceptional,10.0,en,The view and the garden are beautiful!,The only place in all South America where I wasn’t offered help with luggage 🤷🏼‍♀️,title: Exceptional. liked: The view and the garden are beautiful! disliked: The only place in all South America where I wasn’t offered help with luggage 🤷🏼‍♀️.,title: Exceptional. liked: The view and the garden are beautiful! disliked: The only place in all South America where I wasn’t offered help with luggage 🤷🏼‍♀️.,0,0,
Kazuma,United States,Single Room,2 nights,Solo traveller,06-14-2024 00:00:00,Exceptinal,10.0,en-us,Good location 10 minute walk to bus station & hot spring room is small but comfortable strong hot shower & Wi-Fi,Nothing,title: Exceptinal. liked: Good location 10 minute walk to bus station & hot spring room is small but comfortable strong hot shower & Wi-Fi. disliked: Nothing.,title: Exceptinal. liked: Good location 10 minute walk to bus station & hot spring room is small but comfortable strong hot shower & Wi-Fi. disliked: Nothing.,0,0,
Amy,United States,Single Room,4 nights,Solo traveller,06-03-2024 00:00:00,Exceptional,10.0,en-us,"Gloriously hot shower, quiet rooms overlooking the town, kind and helpful staff. I loved my stay here and would be glad to stay here again!",,"title: Exceptional. liked: Gloriously hot shower, quiet rooms overlooking the town, kind and helpful staff. I loved my stay here and would be glad to stay here again!","title: Exceptional. liked: Gloriously hot shower, quiet rooms overlooking the town, kind and helpful staff. I loved my stay here and would be glad to stay here again!",0,0,
Evgenia,United States,Single Room,2 nights,Solo traveller,05-23-2024 00:00:00,Just perfect!,10.0,en-us,"Just perfect! It is a really wonderful property with great rooms, charming gardens, and terrases with amazing views and super attentive staff! I can't believe the superior quality of service you get for that price!",,"title: Just perfect! liked: Just perfect! It is a really wonderful property with great rooms, charming gardens, and terrases with amazing views and super attentive staff! I can't believe the superior quality of service you get for that price!","title: Just perfect! liked: Just perfect! It is a really wonderful property with great rooms, charming gardens, and terrases with amazing views and super attentive staff! I can't believe the superior quality of service you get for that price!",0,0,
Endi,Poland,Single Room,3 nights,Solo traveller,05-17-2024 00:00:00,Exceptional,10.0,en,"It was overally a great stay. The staff was super nice and atentive, the room was clean and comfy and it had an amazing view. The hotel is a few blocks from the center which makes it quiet in the night. The breakfast was really good. It got me going all day climbing and hiking, untill evening when I ate my second meal. Should I return to Baños there's no other place I'd stay at.",I had two windows in the room and one of them had very thin courtain that let the street light in so bright that I could read a book. I covered the window with one of the blankets and it did the job so it's not a big deal.,"title: Exceptional. liked: It was overally a great stay. The staff was super nice and atentive, the room was clean and comfy and it had an amazing view. The hotel is a few blocks from the center which makes it quiet in the night. The breakfast was really good. It got me going all day climbing and hiking, untill evening when I ate my second meal. Should I return to Baños there's no other place I'd stay at. disliked: I had two windows in the room and one of them had very thin courtain that let the street light in so bright that I could read a book. I covered the window with one of the blankets and it did the job so it's not a big deal.","title: Exceptional. liked: It was overally a great stay. The staff was super nice and atentive, the room was clean and comfy and it had an amazing view. The hotel is a few blocks from the center which makes it quiet in the night. The breakfast was really good. It got me going all day climbing and hiking, untill evening when I ate my second meal. Should I return to Baños there's no other place I'd stay at. disliked: I had two windows in the room and one of them had very thin courtain that let the street light in so bright that I could read a book. I covered the window with one of the blankets and it did the job so it's not a big deal.",0,0,
Louis,United Kingdom,Quadruple Room,1 night,Couple,04-23-2024 00:00:00,Superb,9.0,en,Super comfortable beds,,title: Superb. liked: Super comfortable beds.,title: Superb. liked: Super comfortable beds.,0,0,
Ian,Australia,Single Room,3 nights,Solo traveller,04-19-2024 00:00:00,Superb,9.0,en,"Good value, friendly, everything worked well, good breakfast",Nothing,"title: Superb. liked: Good value, friendly, everything worked well, good breakfast. disliked: Nothing.","title: Superb. liked: Good value, friendly, everything worked well, good breakfast. disliked: Nothing.",0,0,
Moustafa,Netherlands,Single Room,1 night,Solo traveller,04-18-2024 00:00:00,Exceptional,10.0,en,Quite location and very helpful staff,Nothing to mention,title: Exceptional. liked: Quite location and very helpful staff. disliked: Nothing to mention.,title: Exceptional. liked: Quite location and very helpful staff. disliked: Nothing to mention.,0,0,
Angelight,United States,Single Room,2 nights,Solo traveller,03-23-2024 00:00:00,Great stay,10.0,en,Staffs were helpful. They were available 24/7. Place has good view of Banos. Wifi was fast and reliable.,None,title: Great stay. liked: Staffs were helpful. They were available 24/7. Place has good view of Banos. Wifi was fast and reliable. disliked: None.,title: Great stay. liked: Staffs were helpful. They were available 24/7. Place has good view of Banos. Wifi was fast and reliable. disliked: None.,0,0,
Margo,United States,Single Room,3 nights,Solo traveller,03-10-2024 00:00:00,This is the best to stay,10.0,en-us,This is one of the best places I’ve stayed in a long time. The sheets make you feel like you’re on a five star cruise ship. And the staff could not be more pleasant and helpful. This is definitely where I would come back again. Toby was the best to make you feel at home,"There is a fairly small hill that you have to climb to get to it. But that’s what gives you the beautiful view of the mountains I am 71 and can do it, so can you","title: This is the best to stay. liked: This is one of the best places I’ve stayed in a long time. The sheets make you feel like you’re on a five star cruise ship. And the staff could not be more pleasant and helpful. This is definitely where I would come back again. Toby was the best to make you feel at home. disliked: There is a fairly small hill that you have to climb to get to it. But that’s what gives you the beautiful view of the mountains I am 71 and can do it, so can you.","title: This is the best to stay. liked: This is one of the best places I’ve stayed in a long time. The sheets make you feel like you’re on a five star cruise ship. And the staff could not be more pleasant and helpful. This is definitely where I would come back again. Toby was the best to make you feel at home. disliked: There is a fairly small hill that you have to climb to get to it. But that’s what gives you the beautiful view of the mountains I am 71 and can do it, so can you.",0,0,
