username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Kuba,Czech Republic,Single Room,2 nights,Solo traveller,01-11-2025 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Sami,Canada,Double or Twin Room,3 nights,Solo traveller,11-26-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Alisson,Ecuador,Double or Twin Room,1 night,Group,11-11-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Cristian,Romania,Single Room,1 night,Solo traveller,11-02-2024 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Jared,United States,Triple Room with Private Bathroom,2 nights,Couple,10-27-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Kevin,Ireland,Quadruple Room,3 nights,Couple,10-06-2024 00:00:00,Superb,9.0,en,,,title: Superb.,title: Superb.,0,0,
Maher,Saudi Arabia,Double or Twin Room,3 nights,Solo traveller,09-29-2024 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
Alexander,Colombia,Single Room,1 night,Solo traveller,09-26-2024 00:00:00,Very good,8.0,en-us,,,title: Very good.,title: Very good.,0,0,
Sarah,Cayman Islands,Triple Room with Private Bathroom,1 night,Couple,09-21-2024 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
I-li,Ecuador,Single Room,1 night,Family,09-19-2024 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Kosky,United States,Single Room,7 nights,Solo traveller,08-02-2024 00:00:00,Very good,8.0,en-us,,,title: Very good.,title: Very good.,0,0,
Adriana,Ecuador,Double or Twin Room,1 night,Couple,06-21-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Gabriela,Ecuador,Single Room,1 night,Solo traveller,06-20-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Cruz,Ecuador,Double or Twin Room,1 night,Couple,06-10-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Romaric,France,Single Room,2 nights,Solo traveller,04-28-2024 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
Jordi,Spain,Single Room,1 night,Solo traveller,04-23-2024 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Fitzke,Germany,Triple Room with Private Bathroom,1 night,Couple,04-22-2024 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Nadia,Ecuador,Single Room,4 nights,Solo traveller,03-31-2024 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Ernesto,Chile,Double or Twin Room,1 night,Couple,02-26-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Eddy,United States,Single Room,2 nights,Solo traveller,02-06-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Mehrdad,Sweden,Single Room,2 nights,Solo traveller,02-06-2024 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Emanuele,Spain,Single Room,1 night,Solo traveller,01-30-2024 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Jamil,Ecuador,Double or Twin Room,1 night,Family,01-29-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Emanuele,Spain,Single Room,2 nights,Solo traveller,01-25-2024 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Daniela,Ecuador,Quadruple Room,2 nights,Family,12-29-2023 00:00:00,Very good,8.0,en-us,,,title: Very good.,title: Very good.,0,0,
Cathy,Australia,Double or Twin Room,1 night,Couple,12-26-2023 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
Slobodan,United States,Single Room,2 nights,Solo traveller,12-18-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Kenneth,Germany,Double or Twin Room,2 nights,Couple,12-15-2023 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Jose,Ecuador,Double or Twin Room,1 night,Couple,11-30-2023 00:00:00,Very good,8.0,en-us,,,title: Very good.,title: Very good.,0,0,
Kalani,United States,Single Room,1 night,Solo traveller,11-10-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Callum,United States,Single Room,1 night,Solo traveller,11-10-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Asher,United States,Single Room,1 night,Solo traveller,11-01-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Matias,Argentina,Triple Room with Private Bathroom,1 night,Group,11-01-2023 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
Luka,United States,Single Room,1 night,Solo traveller,10-20-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Dakota,United States,Single Room,1 night,Solo traveller,10-19-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Jeff,Canada,Single Room,3 nights,Solo traveller,09-22-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Robert,Canada,Single Room,1 night,Solo traveller,08-31-2023 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
Nicholas,Ecuador,Double or Twin Room,2 nights,Family,08-20-2023 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
József,United Kingdom,Single Room,2 nights,Solo traveller,08-11-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Karen,Netherlands,Double or Twin Room,1 night,Couple,08-09-2023 00:00:00,Gorgeous place to be comfy,8.0,en,,,title: Gorgeous place to be comfy.,title: Gorgeous place to be comfy.,0,0,
Moseley,Ecuador,Single Room,1 night,Solo traveller,07-23-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Catalina,United States,Single Room,7 nights,Solo traveller,07-03-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Chelsea,New Zealand,Double or Twin Room,2 nights,Couple,06-13-2023 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Soraia,Netherlands,Double or Twin Room,3 nights,Couple,06-09-2023 00:00:00,Superb,9.0,en,,,title: Superb.,title: Superb.,0,0,
Simon,Slovenia,Single Room,2 nights,Solo traveller,06-04-2023 00:00:00,Superb,9.0,en,,,title: Superb.,title: Superb.,0,0,
Jamil,Ecuador,Single Room,1 night,Group,06-03-2023 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Daniel,Philippines,Double or Twin Room,4 nights,Couple,05-28-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Rob,Australia,Single Room,7 nights,Solo traveller,05-24-2023 00:00:00,Superb,9.0,en,,,title: Superb.,title: Superb.,0,0,
John,Canada,Single Room,3 nights,Solo traveller,05-18-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Rémi,France,Single Room,2 nights,Solo traveller,04-20-2023 00:00:00,Very good,8.0,en,,,title: Very good.,title: Very good.,0,0,
David,United States,Quadruple Room,1 night,Family,04-17-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Felipe,Ecuador,Quadruple Room,1 night,Family,04-06-2023 00:00:00,Superb,9.0,en,,,title: Superb.,title: Superb.,0,0,
Mitch,Australia,Quadruple Room,3 nights,Couple,04-02-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Greydanus,United States,Single Room,4 nights,Solo traveller,03-27-2023 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Cesar,Ecuador,Single Room,1 night,Solo traveller,03-18-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Eyal,Israel,Quadruple Room,1 night,Family,03-16-2023 00:00:00,Very good,8.0,en-us,,,title: Very good.,title: Very good.,0,0,
Michael,United Kingdom,Quadruple Room,1 night,Couple,03-10-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Michelle,Ecuador,Triple Room with Private Bathroom,2 nights,Family,03-04-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Alessandra,Italy,Double or Twin Room,3 nights,Couple,02-13-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Yordan,United Kingdom,Single Room,1 night,Solo traveller,02-11-2023 00:00:00,Superb,9.0,en,,,title: Superb.,title: Superb.,0,0,
Gianluca,Mexico,Single Room,2 nights,Solo traveller,01-28-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Oliver,United Kingdom,Single Room,1 night,Solo traveller,01-26-2023 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Joey,United States,Single Room,3 nights,Solo traveller,01-23-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Karen,United States,Double or Twin Room,1 night,Family,01-05-2023 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Brice,Ecuador,Single Room,1 night,Solo traveller,12-31-2022 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Kengo,United States,Single Room,1 night,Solo traveller,12-22-2022 00:00:00,Very good,8.0,en-us,,,title: Very good.,title: Very good.,0,0,
Victor,Belarus,Quadruple Room,2 nights,Group,12-19-2022 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Frances,Canada,Single Room,3 nights,Solo traveller,11-21-2022 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Chris,Canada,Single Room,2 nights,Solo traveller,10-30-2022 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Luis,Spain,Single Room,3 nights,Solo traveller,10-23-2022 00:00:00,Exceptional,10.0,en,,,title: Exceptional.,title: Exceptional.,0,0,
Salomé,Ecuador,Double or Twin Room,1 night,Couple,10-17-2022 00:00:00,Exceptional,10.0,en-us,,,title: Exceptional.,title: Exceptional.,0,0,
Barra,United Kingdom,Triple Room with Private Bathroom,2 nights,Group,07-26-2025 00:00:00,Passable,5.0,en,,,title: Passable.,title: Passable.,0,0,
Itzik,Israel,Triple Room with Private Bathroom,1 night,Couple,04-14-2025 00:00:00,Good,7.0,en-us,,,title: Good.,title: Good.,0,0,
B,United States,Single Room,5 nights,Solo traveller,01-19-2025 00:00:00,Good for a few nights,7.0,en-us,,,title: Good for a few nights.,title: Good for a few nights.,0,0,
Seyed,Finland,Double or Twin Room,2 nights,Group,12-21-2024 00:00:00,Good,7.0,en,,,title: Good.,title: Good.,0,0,
R-y-a-n,Italy,Quadruple Room,1 night,Group,09-26-2024 00:00:00,Good,7.0,en,,,title: Good.,title: Good.,0,0,
Homa,Ecuador,Triple Room with Private Bathroom,3 nights,Family,08-15-2024 00:00:00,Passable,5.0,en-us,,,title: Passable.,title: Passable.,0,0,
Deoliveira,Ecuador,Triple Room with Private Bathroom,2 nights,Couple,03-25-2024 00:00:00,Passable,5.0,en-us,,,title: Passable.,title: Passable.,0,0,
Aimee,Ecuador,Double or Twin Room,2 nights,Family,02-14-2024 00:00:00,Good,7.0,en-us,,,title: Good.,title: Good.,0,0,
Hideyuki,Japan,Single Room,1 night,Solo traveller,12-07-2023 00:00:00,Good,7.0,en,,,title: Good.,title: Good.,0,0,
John,El Salvador,Double or Twin Room,1 night,Couple,07-14-2023 00:00:00,Bad,1.0,en-us,,,title: Bad.,title: Bad.,0,0,
Bosko,Croatia,Single Room,4 nights,Solo traveller,03-31-2023 00:00:00,Pleasant,6.0,en,,,title: Pleasant.,title: Pleasant.,0,0,
Eyal,Israel,Double or Twin Room,1 night,Family,03-17-2023 00:00:00,Good,7.0,en-us,,,title: Good.,title: Good.,0,0,
Lauren,Ireland,Double or Twin Room,2 nights,Couple,03-04-2023 00:00:00,Good,7.0,en-us,,,title: Good.,title: Good.,0,0,
Sevilla,Ecuador,Triple Room with Private Bathroom,1 night,Family,01-16-2023 00:00:00,Pleasant,6.0,en,,,title: Pleasant.,title: Pleasant.,0,0,
Anonymous,United States,,2 nights,Solo traveller,07-23-2023 00:00:00,Superb,9.0,en-us,,,title: Superb.,title: Superb.,0,0,
Anonymous,United States,,2 nights,Solo traveller,05-23-2023 00:00:00,Good,7.0,en-us,,,title: Good.,title: Good.,0,0,
Yannick,Switzerland,Single Room,2 nights,Solo traveller,09-29-2025 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Liliana,Peru,Double or Twin Room,1 night,Couple,09-28-2025 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Alexandra,Colombia,Triple Room with Private Bathroom,2 nights,Couple,09-19-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Laurent,France,Single Room,1 night,Solo traveller,09-15-2025 00:00:00,Very good,8.0,fr,,,title: Very good.,,0,0,
Dennis,Ecuador,Double or Twin Room,1 night,Couple,09-05-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Alvaro,Ecuador,Single Room,1 night,Solo traveller,09-04-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Ruth,Israel,Single Room,1 night,Solo traveller,08-14-2025 00:00:00,Exceptional,10.0,he,,,title: Exceptional.,,0,0,
Fuji,Japan,Single Room,1 night,Solo traveller,08-10-2025 00:00:00,buen,10.0,ja,,,title: buen.,,0,0,
Silke,Germany,Single Room,1 night,Solo traveller,08-10-2025 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Silke,Germany,Single Room,3 nights,Solo traveller,08-10-2025 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Daniel,Honduras,Single Room,1 night,Solo traveller,08-04-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Prissila,Ecuador,Quadruple Room,2 nights,Couple,07-27-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Dome,Ecuador,Double or Twin Room,1 night,Couple,07-10-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Giovanni,Brazil,Single Room,2 nights,Solo traveller,07-04-2025 00:00:00,Very good,8.0,pt-br,,,title: Very good.,,0,0,
Basile,France,Single Room,1 night,Solo traveller,06-27-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Sophie,Germany,Single Room,1 night,Group,06-22-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Juan,Ecuador,Double or Twin Room,1 night,Couple,06-16-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Gisela,Germany,Single Room,1 night,Group,06-16-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Vera,Colombia,Double or Twin Room,2 nights,Couple,06-13-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Helene,Germany,Single Room,1 night,Family,06-09-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Jimmyocariz,Ecuador,Triple Room with Private Bathroom,1 night,Family,05-26-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Mario,Ecuador,Single Room,2 nights,Solo traveller,05-23-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gustaf,Germany,Single Room,1 night,Group,05-23-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Omri,Israel,Double or Twin Room,2 nights,Couple,05-18-2025 00:00:00,Superb,9.0,he,,,title: Superb.,,0,0,
Yepez,Ecuador,Double or Twin Room,1 night,Couple,05-16-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Franklin,Ecuador,Double or Twin Room,2 nights,Couple,05-15-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
William,Ecuador,Single Room,2 nights,Solo traveller,05-10-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Henry,France,Single Room,1 night,Group,05-04-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Mick,United States,Single Room,1 night,Group,04-29-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Yara,United States,Single Room,1 night,Solo traveller,04-29-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Javier,Ecuador,Double or Twin Room,3 nights,Couple,04-27-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Bedoya,Ecuador,Double or Twin Room,1 night,Couple,04-21-2025 00:00:00,"Estaba muy bien exelente ubicación, por favor solo ajusten la cama de la habitación número 3 😅",9.0,es,,,"title: Estaba muy bien exelente ubicación, por favor solo ajusten la cama de la habitación número 3 😅.",,0,0,
Angelo,Ecuador,Single Room,1 night,Solo traveller,04-21-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Jorge,Ecuador,Triple Room with Private Bathroom,2 nights,Family,04-20-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Alvarado,Ecuador,Double or Twin Room,1 night,Couple,04-15-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Guy,Belgium,Single Room,2 nights,Couple,03-25-2025 00:00:00,Superb,9.0,nl,,,title: Superb.,,0,0,
Clemens,Germany,Single Room,3 nights,Solo traveller,03-24-2025 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Marina,Argentina,Single Room,4 nights,Solo traveller,03-22-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Caiza,Ecuador,Double or Twin Room,2 nights,Group,03-15-2025 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Vincent,France,Single Room,2 nights,Solo traveller,03-11-2025 00:00:00,Superb,9.0,fr,,,title: Superb.,,0,0,
Jan,Czech Republic,Double or Twin Room,2 nights,Couple,02-25-2025 00:00:00,Superb,9.0,cs,,,title: Superb.,,0,0,
Lukas,Germany,Single Room,2 nights,Solo traveller,02-22-2025 00:00:00,Very good,8.0,de,,,title: Very good.,,0,0,
Ramush,Switzerland,Single Room,4 nights,Solo traveller,01-26-2025 00:00:00,Superb,9.0,it,,,title: Superb.,,0,0,
Castro,Ecuador,Double or Twin Room,1 night,Family,01-14-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Denisse,Spain,Single Room,1 night,Group,01-07-2025 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Luis,Spain,Double or Twin Room,1 night,Couple,12-28-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Marjut,Sweden,Single Room,3 nights,Solo traveller,12-24-2024 00:00:00,Exceptional,10.0,sv,,,title: Exceptional.,,0,0,
Ibrare,France,Double or Twin Room,3 nights,Group,12-10-2024 00:00:00,Exceptional,10.0,fr,,,title: Exceptional.,,0,0,
Luis,Spain,Double or Twin Room,1 night,Couple,12-03-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
María,Ecuador,Single Room,1 night,Solo traveller,12-01-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Nazareth,Costa Rica,Double or Twin Room,1 night,Couple,12-01-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Christian,Ecuador,Quadruple Room,1 night,Couple,11-21-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Dagmar,Germany,Single Room,1 night,Group,11-20-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Dorothea,Germany,Single Room,1 night,Group,11-20-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Christian,Ecuador,Double or Twin Room,1 night,Couple,11-14-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Riley,Netherlands,Single Room,1 night,Solo traveller,11-08-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Vincent,United States,Single Room,1 night,Solo traveller,11-08-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Hendrik,Germany,Single Room,1 night,Solo traveller,11-08-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Christian,Ecuador,Double or Twin Room,1 night,Group,11-08-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Tilla,Germany,Single Room,1 night,Solo traveller,11-06-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Noah,Germany,Single Room,1 night,Solo traveller,11-06-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gelmar,Ecuador,Triple Room with Private Bathroom,3 nights,Couple,11-05-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Santiago,Ecuador,Double or Twin Room,1 night,Couple,10-28-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Günter,Germany,Single Room,2 nights,Solo traveller,10-27-2024 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Esteban,Ecuador,Double or Twin Room,2 nights,Couple,10-23-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Lukas,Switzerland,Single Room,4 nights,Solo traveller,10-13-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Villarroel,Ecuador,Double or Twin Room,1 night,Couple,10-13-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
王,North Macedonia,Double or Twin Room,2 nights,Couple,10-12-2024 00:00:00,Very good,8.0,zh,,,title: Very good.,,0,0,
王,North Macedonia,Double or Twin Room,1 night,Couple,10-10-2024 00:00:00,Very good,8.0,zh,,,title: Very good.,,0,0,
Patricio,Ecuador,Double or Twin Room,1 night,Couple,10-07-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Paola,Ecuador,Double or Twin Room,1 night,Couple,09-27-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Juan,Ecuador,Double or Twin Room,1 night,Couple,09-23-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Maurizio,Dominican Republic,Double or Twin Room,1 night,Couple,09-13-2024 00:00:00,Very good,8.0,it,,,title: Very good.,,0,0,
Maurizio,Dominican Republic,Double or Twin Room,1 night,Couple,09-10-2024 00:00:00,Very good,8.0,it,,,title: Very good.,,0,0,
Tato_bs,Ecuador,Double or Twin Room,3 nights,Couple,09-02-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Caiza,Ecuador,Single Room,1 night,Solo traveller,08-23-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Dirk,Belgium,Quadruple Room,1 night,Family,08-20-2024 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Jose,Ecuador,Double or Twin Room,3 nights,Family,08-17-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Andres,Ecuador,Single Room,1 night,Solo traveller,08-16-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Stalin,Ecuador,Quadruple Room,1 night,Couple,08-14-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Stefanie,Germany,Single Room,1 night,Group,08-12-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Cruz,Ecuador,Double or Twin Room,1 night,Couple,08-05-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Diego,Ecuador,Double or Twin Room,2 nights,Couple,07-25-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Hernandez,Chile,Single Room,1 night,Solo traveller,07-25-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Gilda,Ecuador,Double or Twin Room,1 night,Family,07-24-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Jhorws,Ecuador,Double or Twin Room,1 night,Couple,07-12-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Juan,Ecuador,Single Room,1 night,Solo traveller,06-15-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Carmenza,Colombia,Single Room,2 nights,Solo traveller,06-12-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Daniel,Ecuador,Single Room,1 night,Solo traveller,06-09-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Dennis,Ecuador,Single Room,1 night,Solo traveller,05-30-2024 00:00:00,"Buen hotel, tiene parqueadero.",8.0,es,,,"title: Buen hotel, tiene parqueadero.",,0,0,
Esther,Netherlands,Single Room,1 night,Solo traveller,05-28-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Chloe,Netherlands,Single Room,1 night,Solo traveller,05-28-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Tania,Ecuador,Double or Twin Room,3 nights,Family,05-28-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Imke,Netherlands,Single Room,1 night,Solo traveller,05-27-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Tijn,France,Single Room,1 night,Solo traveller,05-27-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Diane,United States,Single Room,1 night,Solo traveller,05-22-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Juan,Ecuador,Single Room,1 night,Solo traveller,05-20-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Sebastian,Ecuador,Single Room,1 night,Solo traveller,05-15-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Nora,France,Single Room,1 night,Group,05-14-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Maarten,France,Single Room,1 night,Group,05-14-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Morris,France,Single Room,1 night,Group,05-14-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Ricardo,Ecuador,Double or Twin Room,1 night,Family,05-13-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Freddy,Ecuador,Double or Twin Room,3 nights,Couple,05-12-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Thais,France,Double or Twin Room,1 night,Couple,05-08-2024 00:00:00,Exceptional,10.0,fr,,,title: Exceptional.,,0,0,
George,United Kingdom,Single Room,1 night,Solo traveller,05-06-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Julie,United Kingdom,Single Room,1 night,Group,05-06-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Henry,United Kingdom,Single Room,1 night,Group,05-02-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Théodore,France,Single Room,1 night,Group,05-01-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Célestine,France,Single Room,1 night,Group,05-01-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
